arith.divider_active, 0x114
offcore_response.other.l4_hit_local_l4.snoop_non_dram_0, 0x1b7, 0x2000408000
offcore_response.other.l4_hit_local_l4.snoop_non_dram_1, 0x1bb, 0x2000408000
offcore_response.other.l4_hit_local_l4.snoop_none_0, 0x1b7, 0x80408000
offcore_response.other.l4_hit_local_l4.snoop_none_1, 0x1bb, 0x80408000
offcore_response.other.l4_hit_local_l4.snoop_not_needed_0, 0x1b7, 0x100408000
offcore_response.other.l4_hit_local_l4.snoop_not_needed_1, 0x1bb, 0x100408000
offcore_response.other.l4_hit_local_l4.spl_hit_0, 0x1b7, 0x40408000
offcore_response.other.l4_hit_local_l4.spl_hit_1, 0x1bb, 0x40408000
offcore_response.other.supplier_none.any_snoop_0, 0x1b7, 0x3fc0028000
offcore_response.other.supplier_none.any_snoop_1, 0x1bb, 0x3fc0028000
offcore_response.other.supplier_none.snoop_hit_no_fwd_0, 0x1b7, 0x400028000
offcore_response.other.supplier_none.snoop_hit_no_fwd_1, 0x1bb, 0x400028000
offcore_response.other.supplier_none.snoop_hitm_0, 0x1b7, 0x1000028000
offcore_response.other.supplier_none.snoop_hitm_1, 0x1bb, 0x1000028000
offcore_response.other.supplier_none.snoop_miss_0, 0x1b7, 0x200028000
offcore_response.other.supplier_none.snoop_miss_1, 0x1bb, 0x200028000
offcore_response.other.supplier_none.snoop_non_dram_0, 0x1b7, 0x2000028000
offcore_response.other.supplier_none.snoop_non_dram_1, 0x1bb, 0x2000028000
offcore_response.other.supplier_none.snoop_none_0, 0x1b7, 0x80028000
offcore_response.other.supplier_none.snoop_none_1, 0x1bb, 0x80028000
offcore_response.other.supplier_none.snoop_not_needed_0, 0x1b7, 0x100028000
offcore_response.other.supplier_none.snoop_not_needed_1, 0x1bb, 0x100028000
offcore_response.other.supplier_none.spl_hit_0, 0x1b7, 0x40028000
offcore_response.other.supplier_none.spl_hit_1, 0x1bb, 0x40028000
offcore_response_0, 0x1b7
offcore_response_1, 0x1bb
other_assists.any, 0x3fc1
partial_rat_stalls.scoreboard, 0x159
resource_stalls.any, 0x1a2
resource_stalls.sb, 0x8a2
rob_misc_events.lbr_inserts, 0x20cc
rob_misc_events.pause_inst, 0x40cc
rs_events.empty_cycles, 0x15e
rs_events.empty_end, 0x15e
rtm_retired.aborted, 0x4c9
rtm_retired.aborted_events, 0x80c9
rtm_retired.aborted_mem, 0x8c9
rtm_retired.aborted_memtype, 0x40c9
rtm_retired.aborted_timer, 0x10c9
rtm_retired.aborted_unfriendly, 0x20c9
rtm_retired.commit, 0x2c9
rtm_retired.start, 0x1c9
sq_misc.split_lock, 0x10f4
sw_prefetch_access.any, 0xf32
sw_prefetch_access.nta, 0x132
sw_prefetch_access.prefetchw, 0x832
sw_prefetch_access.t0, 0x232
sw_prefetch_access.t1_t2, 0x432
tlb_flush.dtlb_thread, 0x1bd
tlb_flush.stlb_any, 0x20bd
tx_exec.misc1, 0x15d
tx_exec.misc2, 0x25d
tx_exec.misc3, 0x45d
tx_exec.misc4, 0x85d
tx_exec.misc5, 0x105d
tx_mem.abort_capacity, 0x254
tx_mem.abort_conflict, 0x154
tx_mem.abort_hle_elision_buffer_mismatch, 0x1054
tx_mem.abort_hle_elision_buffer_not_empty, 0x854
tx_mem.abort_hle_elision_buffer_unsupported_alignment, 0x2054
tx_mem.abort_hle_store_to_elided_lock, 0x454
tx_mem.hle_elision_buffer_full, 0x4054
unc_arb_coh_trk_requests.all, 0x184
unc_arb_trk_occupancy.all, 0x180
unc_arb_trk_occupancy.cycles_with_any_request, 0x180
unc_arb_trk_occupancy.data_read, 0x280
unc_arb_trk_requests.all, 0x181
unc_arb_trk_requests.data_read, 0x281
unc_arb_trk_requests.drd_direct, 0x281
unc_arb_trk_requests.writes, 0x2081
unc_cbo_cache_lookup.any_es, 0x8634
unc_cbo_cache_lookup.any_i, 0x8834
unc_cbo_cache_lookup.any_m, 0x8134
unc_cbo_cache_lookup.any_mesi, 0x8f34
unc_cbo_cache_lookup.read_es, 0x1634
unc_cbo_cache_lookup.read_i, 0x1834
unc_cbo_cache_lookup.read_mesi, 0x1f34
unc_cbo_cache_lookup.write_es, 0x2634
unc_cbo_cache_lookup.write_m, 0x2134
unc_cbo_cache_lookup.write_mesi, 0x2f34
unc_cbo_xsnp_response.hit_xcore, 0x4422
unc_cbo_xsnp_response.hitm_xcore, 0x4822
unc_cbo_xsnp_response.miss_eviction, 0x8122
unc_cbo_xsnp_response.miss_xcore, 0x4122
unc_clock.socket, 0xff
uops_dispatched_port.port_0, 0x1a1
uops_dispatched_port.port_1, 0x2a1
uops_dispatched_port.port_2, 0x4a1
uops_dispatched_port.port_3, 0x8a1
uops_dispatched_port.port_4, 0x10a1
uops_dispatched_port.port_5, 0x20a1
uops_dispatched_port.port_6, 0x40a1
uops_dispatched_port.port_7, 0x80a1
uops_executed.core, 0x2b1
uops_executed.core_cycles_ge_1, 0x2b1
uops_executed.core_cycles_ge_2, 0x2b1
uops_executed.core_cycles_ge_3, 0x2b1
uops_executed.core_cycles_ge_4, 0x2b1
uops_executed.core_cycles_none, 0x2b1
uops_executed.cycles_ge_1_uop_exec, 0x1b1
uops_executed.cycles_ge_2_uops_exec, 0x1b1
uops_executed.cycles_ge_3_uops_exec, 0x1b1
uops_executed.cycles_ge_4_uops_exec, 0x1b1
uops_executed.stall_cycles, 0x1b1
uops_executed.thread, 0x1b1
uops_executed.x87, 0x10b1
uops_issued.any, 0x10e
uops_issued.slow_lea, 0x200e
uops_issued.stall_cycles, 0x10e
uops_issued.vector_width_mismatch, 0x20e
uops_retired.macro_fused, 0x4c2
uops_retired.retire_slots, 0x2c2
uops_retired.stall_cycles, 0x2c2
uops_retired.total_cycles, 0x2c2
