UNC_M3UPI_RxC_ARB_NOAD_REQ_VN0.BL_NCS, 0x4049
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN0.BL_RSP, 0x849
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN0.BL_WB, 0x1049
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.AD_REQ, 0x14a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.AD_RSP, 0x44a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.AD_SNP, 0x24a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.BL_NCB, 0x204a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.BL_NCS, 0x404a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.BL_RSP, 0x84a
UNC_M3UPI_RxC_ARB_NOAD_REQ_VN1.BL_WB, 0x104a
UNC_M3UPI_RxC_ARB_NOCRED_VN0.AD_REQ, 0x147
UNC_M3UPI_RxC_ARB_NOCRED_VN0.AD_RSP, 0x447
UNC_M3UPI_RxC_ARB_NOCRED_VN0.AD_SNP, 0x247
UNC_M3UPI_RxC_ARB_NOCRED_VN0.BL_NCB, 0x2047
UNC_M3UPI_RxC_ARB_NOCRED_VN0.BL_NCS, 0x4047
UNC_M3UPI_RxC_ARB_NOCRED_VN0.BL_RSP, 0x847
UNC_M3UPI_RxC_ARB_NOCRED_VN0.BL_WB, 0x1047
UNC_M3UPI_RxC_ARB_NOCRED_VN1.AD_REQ, 0x148
UNC_M3UPI_RxC_ARB_NOCRED_VN1.AD_RSP, 0x448
UNC_M3UPI_RxC_ARB_NOCRED_VN1.AD_SNP, 0x248
UNC_M3UPI_RxC_ARB_NOCRED_VN1.BL_NCB, 0x2048
UNC_M3UPI_RxC_ARB_NOCRED_VN1.BL_NCS, 0x4048
UNC_M3UPI_RxC_ARB_NOCRED_VN1.BL_RSP, 0x848
UNC_M3UPI_RxC_ARB_NOCRED_VN1.BL_WB, 0x1048
UNC_M3UPI_RxC_BYPASSED.AD_S0_BL_ARB, 0x240
UNC_M3UPI_RxC_BYPASSED.AD_S0_IDLE, 0x140
UNC_M3UPI_RxC_BYPASSED.AD_S1_BL_SLOT, 0x440
UNC_M3UPI_RxC_BYPASSED.AD_S2_BL_SLOT, 0x840
UNC_M3UPI_RxC_COLLISION_VN0.AD_REQ, 0x150
UNC_M3UPI_RxC_COLLISION_VN0.AD_RSP, 0x450
UNC_M3UPI_RxC_COLLISION_VN0.AD_SNP, 0x250
UNC_M3UPI_RxC_COLLISION_VN0.BL_NCB, 0x2050
UNC_M3UPI_RxC_COLLISION_VN0.BL_NCS, 0x4050
UNC_M3UPI_RxC_COLLISION_VN0.BL_RSP, 0x850
UNC_M3UPI_RxC_COLLISION_VN0.BL_WB, 0x1050
UNC_M3UPI_RxC_COLLISION_VN1.AD_REQ, 0x151
UNC_M3UPI_RxC_COLLISION_VN1.AD_RSP, 0x451
UNC_M3UPI_RxC_COLLISION_VN1.AD_SNP, 0x251
UNC_M3UPI_RxC_COLLISION_VN1.BL_NCB, 0x2051
UNC_M3UPI_RxC_COLLISION_VN1.BL_NCS, 0x4051
UNC_M3UPI_RxC_COLLISION_VN1.BL_RSP, 0x851
UNC_M3UPI_RxC_COLLISION_VN1.BL_WB, 0x1051
UNC_M3UPI_RxC_CRD_MISC.ANY_BGF_FIFO, 0x160
UNC_M3UPI_RxC_CRD_MISC.ANY_BGF_PATH, 0x260
UNC_M3UPI_RxC_CRD_MISC.NO_D2K_FOR_ARB, 0x460
UNC_M3UPI_RxC_CRD_OCC.D2K_CRD, 0x1061
UNC_M3UPI_RxC_CRD_OCC.FLITS_IN_FIFO, 0x261
UNC_M3UPI_RxC_CRD_OCC.FLITS_IN_PATH, 0x461
UNC_M3UPI_RxC_CRD_OCC.P1P_FIFO, 0x4061
UNC_M3UPI_RxC_CRD_OCC.P1P_TOTAL, 0x2061
UNC_M3UPI_RxC_CRD_OCC.TxQ_CRD, 0x861
UNC_M3UPI_RxC_CRD_OCC.VNA_IN_USE, 0x161
UNC_M3UPI_RxC_CYCLES_NE_VN0.AD_REQ, 0x143
UNC_M3UPI_RxC_CYCLES_NE_VN0.AD_RSP, 0x443
UNC_M3UPI_RxC_CYCLES_NE_VN0.AD_SNP, 0x243
UNC_M3UPI_RxC_CYCLES_NE_VN0.BL_NCB, 0x2043
UNC_M3UPI_RxC_CYCLES_NE_VN0.BL_NCS, 0x4043
UNC_M3UPI_RxC_CYCLES_NE_VN0.BL_RSP, 0x843
UNC_M3UPI_RxC_CYCLES_NE_VN0.BL_WB, 0x1043
UNC_M3UPI_RxC_CYCLES_NE_VN1.AD_REQ, 0x144
UNC_M3UPI_RxC_CYCLES_NE_VN1.AD_RSP, 0x444
UNC_M3UPI_RxC_CYCLES_NE_VN1.AD_SNP, 0x244
UNC_M3UPI_RxC_CYCLES_NE_VN1.BL_NCB, 0x2044
UNC_M3UPI_RxC_CYCLES_NE_VN1.BL_NCS, 0x4044
UNC_M3UPI_RxC_CYCLES_NE_VN1.BL_RSP, 0x844
UNC_M3UPI_RxC_CYCLES_NE_VN1.BL_WB, 0x1044
UNC_M3UPI_RxC_FLITS_DATA_NOT_SENT.ALL, 0x157
UNC_M3UPI_RxC_FLITS_DATA_NOT_SENT.NO_BGF, 0x257
UNC_M3UPI_RxC_FLITS_DATA_NOT_SENT.NO_TXQ, 0x457
UNC_M3UPI_RxC_FLITS_GEN_BL.P0_WAIT, 0x159
UNC_M3UPI_RxC_FLITS_GEN_BL.P1P_AT_LIMIT, 0x1059
UNC_M3UPI_RxC_FLITS_GEN_BL.P1P_BUSY, 0x859
UNC_M3UPI_RxC_FLITS_GEN_BL.P1P_FIFO_FULL, 0x4059
UNC_M3UPI_RxC_FLITS_GEN_BL.P1P_HOLD_P0, 0x2059
UNC_M3UPI_RxC_FLITS_GEN_BL.P1P_TO_LIMBO, 0x459
UNC_M3UPI_RxC_FLITS_GEN_BL.P1_WAIT, 0x259
UNC_M3UPI_RxC_FLITS_MISC, 0x5a
UNC_M3UPI_RxC_FLITS_SENT.1_MSG, 0x156
UNC_M3UPI_RxC_FLITS_SENT.1_MSG_VNX, 0x856
UNC_M3UPI_RxC_FLITS_SENT.2_MSGS, 0x256
UNC_M3UPI_RxC_FLITS_SENT.3_MSGS, 0x456
UNC_M3UPI_RxC_FLITS_SENT.SLOTS_1, 0x1056
UNC_M3UPI_RxC_FLITS_SENT.SLOTS_2, 0x2056
UNC_M3UPI_RxC_FLITS_SENT.SLOTS_3, 0x4056
UNC_M3UPI_RxC_FLITS_SLOT_BL.ALL, 0x158
UNC_M3UPI_RxC_FLITS_SLOT_BL.NEED_DATA, 0x258
UNC_M3UPI_RxC_FLITS_SLOT_BL.P0_WAIT, 0x458
UNC_M3UPI_RxC_FLITS_SLOT_BL.P1_NOT_REQ, 0x1058
UNC_M3UPI_RxC_FLITS_SLOT_BL.P1_NOT_REQ_BUT_BUBBLE, 0x2058
UNC_M3UPI_RxC_FLITS_SLOT_BL.P1_NOT_REQ_NOT_AVAIL, 0x4058
UNC_M3UPI_RxC_FLITS_SLOT_BL.P1_WAIT, 0x858
UNC_M3UPI_RxC_FLIT_GEN_HDR1.ACCUM, 0x153
UNC_M3UPI_RxC_FLIT_GEN_HDR1.ACCUM_READ, 0x253
UNC_M3UPI_RxC_FLIT_GEN_HDR1.ACCUM_WASTED, 0x453
UNC_M3UPI_RxC_FLIT_GEN_HDR1.AHEAD_BLOCKED, 0x853
UNC_M3UPI_RxC_FLIT_GEN_HDR1.AHEAD_MSG, 0x1053
UNC_M3UPI_RxC_FLIT_GEN_HDR1.PAR, 0x2053
UNC_M3UPI_RxC_FLIT_GEN_HDR1.PAR_FLIT, 0x8053
UNC_M3UPI_RxC_FLIT_GEN_HDR1.PAR_MSG, 0x4053
UNC_M3UPI_RxC_FLIT_GEN_HDR2.RMSTALL, 0x154
UNC_M3UPI_RxC_FLIT_GEN_HDR2.RMSTALL_NOMSG, 0x254
UNC_M3UPI_RxC_FLIT_NOT_SENT.ALL, 0x155
UNC_M3UPI_RxC_FLIT_NOT_SENT.NO_BGF_CRD, 0x255
UNC_M3UPI_RxC_FLIT_NOT_SENT.NO_BGF_NO_MSG, 0x855
UNC_M3UPI_RxC_FLIT_NOT_SENT.NO_TXQ_CRD, 0x455
UNC_M3UPI_RxC_FLIT_NOT_SENT.NO_TXQ_NO_MSG, 0x1055
UNC_M3UPI_RxC_FLIT_NOT_SENT.ONE_TAKEN, 0x2055
UNC_M3UPI_RxC_FLIT_NOT_SENT.THREE_TAKEN, 0x8055
UNC_M3UPI_RxC_FLIT_NOT_SENT.TWO_TAKEN, 0x4055
UNC_M3UPI_RxC_HELD.CANT_SLOT_AD, 0x4052
UNC_M3UPI_RxC_HELD.CANT_SLOT_BL, 0x8052
UNC_M3UPI_RxC_HELD.PARALLEL_AD_LOST, 0x1052
UNC_M3UPI_RxC_HELD.PARALLEL_ATTEMPT, 0x452
UNC_M3UPI_RxC_HELD.PARALLEL_BL_LOST, 0x2052
UNC_M3UPI_RxC_HELD.PARALLEL_SUCCESS, 0x852
UNC_M3UPI_RxC_HELD.VN0, 0x152
UNC_M3UPI_RxC_HELD.VN1, 0x252
UNC_M3UPI_RxC_INSERTS_VN0.AD_REQ, 0x141
UNC_M3UPI_RxC_INSERTS_VN0.AD_RSP, 0x441
UNC_M3UPI_RxC_INSERTS_VN0.AD_SNP, 0x241
UNC_M3UPI_RxC_INSERTS_VN0.BL_NCB, 0x2041
UNC_M3UPI_RxC_INSERTS_VN0.BL_NCS, 0x4041
UNC_M3UPI_RxC_INSERTS_VN0.BL_RSP, 0x841
UNC_M3UPI_RxC_INSERTS_VN0.BL_WB, 0x1041
UNC_M3UPI_RxC_INSERTS_VN1.AD_REQ, 0x142
UNC_M3UPI_RxC_INSERTS_VN1.AD_RSP, 0x442
UNC_M3UPI_RxC_INSERTS_VN1.AD_SNP, 0x242
UNC_M3UPI_RxC_INSERTS_VN1.BL_NCB, 0x2042
UNC_M3UPI_RxC_INSERTS_VN1.BL_NCS, 0x4042
UNC_M3UPI_RxC_INSERTS_VN1.BL_RSP, 0x842
UNC_M3UPI_RxC_INSERTS_VN1.BL_WB, 0x1042
UNC_M3UPI_RxC_OCCUPANCY_VN0.AD_REQ, 0x145
UNC_M3UPI_RxC_OCCUPANCY_VN0.AD_RSP, 0x445
UNC_M3UPI_RxC_OCCUPANCY_VN0.AD_SNP, 0x245
UNC_M3UPI_RxC_OCCUPANCY_VN0.BL_NCB, 0x2045
UNC_M3UPI_RxC_OCCUPANCY_VN0.BL_NCS, 0x4045
UNC_M3UPI_RxC_OCCUPANCY_VN0.BL_RSP, 0x845
UNC_M3UPI_RxC_OCCUPANCY_VN0.BL_WB, 0x1045
UNC_M3UPI_RxC_OCCUPANCY_VN1.AD_REQ, 0x146
UNC_M3UPI_RxC_OCCUPANCY_VN1.AD_RSP, 0x446
UNC_M3UPI_RxC_OCCUPANCY_VN1.AD_SNP, 0x246
UNC_M3UPI_RxC_OCCUPANCY_VN1.BL_NCB, 0x2046
UNC_M3UPI_RxC_OCCUPANCY_VN1.BL_NCS, 0x4046
UNC_M3UPI_RxC_OCCUPANCY_VN1.BL_RSP, 0x846
UNC_M3UPI_RxC_OCCUPANCY_VN1.BL_WB, 0x1046
UNC_M3UPI_RxC_PACKING_MISS_VN0.AD_REQ, 0x14e
UNC_M3UPI_RxC_PACKING_MISS_VN0.AD_RSP, 0x44e
UNC_M3UPI_RxC_PACKING_MISS_VN0.AD_SNP, 0x24e
UNC_M3UPI_RxC_PACKING_MISS_VN0.BL_NCB, 0x204e
UNC_M3UPI_RxC_PACKING_MISS_VN0.BL_NCS, 0x404e
UNC_M3UPI_RxC_PACKING_MISS_VN0.BL_RSP, 0x84e
UNC_M3UPI_RxC_PACKING_MISS_VN0.BL_WB, 0x104e
UNC_M3UPI_RxC_PACKING_MISS_VN1.AD_REQ, 0x14f
UNC_M3UPI_RxC_PACKING_MISS_VN1.AD_RSP, 0x44f
UNC_M3UPI_RxC_PACKING_MISS_VN1.AD_SNP, 0x24f
UNC_M3UPI_RxC_PACKING_MISS_VN1.BL_NCB, 0x204f
UNC_M3UPI_RxC_PACKING_MISS_VN1.BL_NCS, 0x404f
UNC_M3UPI_RxC_PACKING_MISS_VN1.BL_RSP, 0x84f
UNC_M3UPI_RxC_PACKING_MISS_VN1.BL_WB, 0x104f
UNC_M3UPI_RxC_SMI3_PFTCH.ARB_LOST, 0x262
UNC_M3UPI_RxC_SMI3_PFTCH.ARRIVED, 0x162
UNC_M3UPI_RxC_SMI3_PFTCH.DROP_OLD, 0x862
UNC_M3UPI_RxC_SMI3_PFTCH.DROP_WRAP, 0x1062
UNC_M3UPI_RxC_SMI3_PFTCH.SLOTTED, 0x462
UNC_M3UPI_RxC_VNA_CRD.ANY_IN_USE, 0x205b
UNC_M3UPI_RxC_VNA_CRD.CORRECTED, 0x25b
UNC_M3UPI_RxC_VNA_CRD.LT1, 0x45b
UNC_M3UPI_RxC_VNA_CRD.LT4, 0x85b
UNC_M3UPI_RxC_VNA_CRD.LT5, 0x105b
UNC_M3UPI_RxC_VNA_CRD.USED, 0x15b
UNC_M3UPI_RxR_BUSY_STARVED.AD_BNC, 0x1b4
UNC_M3UPI_RxR_BUSY_STARVED.AD_CRD, 0x10b4
UNC_M3UPI_RxR_BUSY_STARVED.BL_BNC, 0x4b4
UNC_M3UPI_RxR_BUSY_STARVED.BL_CRD, 0x40b4
UNC_M3UPI_RxR_BYPASS.AD_BNC, 0x1b2
UNC_M3UPI_RxR_BYPASS.AD_CRD, 0x10b2
UNC_M3UPI_RxR_BYPASS.AK_BNC, 0x2b2
UNC_M3UPI_RxR_BYPASS.BL_BNC, 0x4b2
UNC_M3UPI_RxR_BYPASS.BL_CRD, 0x40b2
UNC_M3UPI_RxR_BYPASS.IV_BNC, 0x8b2
UNC_M3UPI_RxR_CRD_STARVED.AD_BNC, 0x1b3
UNC_M3UPI_RxR_CRD_STARVED.AD_CRD, 0x10b3
UNC_M3UPI_RxR_CRD_STARVED.AK_BNC, 0x2b3
UNC_M3UPI_RxR_CRD_STARVED.BL_BNC, 0x4b3
UNC_M3UPI_RxR_CRD_STARVED.BL_CRD, 0x40b3
UNC_M3UPI_RxR_CRD_STARVED.IFV, 0x80b3
UNC_M3UPI_RxR_CRD_STARVED.IV_BNC, 0x8b3
UNC_M3UPI_RxR_INSERTS.AD_BNC, 0x1b1
UNC_M3UPI_RxR_INSERTS.AD_CRD, 0x10b1
UNC_M3UPI_RxR_INSERTS.AK_BNC, 0x2b1
UNC_M3UPI_RxR_INSERTS.BL_BNC, 0x4b1
UNC_M3UPI_RxR_INSERTS.BL_CRD, 0x40b1
UNC_M3UPI_RxR_INSERTS.IV_BNC, 0x8b1
UNC_M3UPI_RxR_OCCUPANCY.AD_BNC, 0x1b0
UNC_M3UPI_RxR_OCCUPANCY.AD_CRD, 0x10b0
UNC_M3UPI_RxR_OCCUPANCY.AK_BNC, 0x2b0
UNC_M3UPI_RxR_OCCUPANCY.BL_BNC, 0x4b0
UNC_M3UPI_RxR_OCCUPANCY.BL_CRD, 0x40b0
UNC_M3UPI_RxR_OCCUPANCY.IV_BNC, 0x8b0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR0, 0x1d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR1, 0x2d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR2, 0x4d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR3, 0x8d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR4, 0x10d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG0.TGR5, 0x20d0
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR0, 0x1d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR1, 0x2d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR2, 0x4d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR3, 0x8d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR4, 0x10d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_AD_AG1.TGR5, 0x20d2
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR0, 0x1d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR1, 0x2d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR2, 0x4d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR3, 0x8d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR4, 0x10d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG0.TGR5, 0x20d4
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR0, 0x1d6
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR1, 0x2d6
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR2, 0x4d6
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR3, 0x8d6
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR4, 0x10d6
UNC_M3UPI_STALL_NO_TxR_HORZ_CRD_BL_AG1.TGR5, 0x20d6
UNC_M3UPI_TxC_AD_ARB_FAIL.VN0_REQ, 0x130
UNC_M3UPI_TxC_AD_ARB_FAIL.VN0_RSP, 0x430
UNC_M3UPI_TxC_AD_ARB_FAIL.VN0_SNP, 0x230
UNC_M3UPI_TxC_AD_ARB_FAIL.VN0_WB, 0x830
UNC_M3UPI_TxC_AD_ARB_FAIL.VN1_REQ, 0x1030
UNC_M3UPI_TxC_AD_ARB_FAIL.VN1_RSP, 0x4030
UNC_M3UPI_TxC_AD_ARB_FAIL.VN1_SNP, 0x2030
UNC_M3UPI_TxC_AD_ARB_FAIL.VN1_WB, 0x8030
UNC_M3UPI_TxC_AD_FLQ_BYPASS.AD_SLOT0, 0x12c
UNC_M3UPI_TxC_AD_FLQ_BYPASS.AD_SLOT1, 0x22c
UNC_M3UPI_TxC_AD_FLQ_BYPASS.AD_SLOT2, 0x42c
UNC_M3UPI_TxC_AD_FLQ_BYPASS.BL_EARLY_RSP, 0x82c
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN0_REQ, 0x127
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN0_RSP, 0x427
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN0_SNP, 0x227
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN0_WB, 0x827
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN1_REQ, 0x1027
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN1_RSP, 0x4027
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN1_SNP, 0x2027
UNC_M3UPI_TxC_AD_FLQ_CYCLES_NE.VN1_WB, 0x8027
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN0_REQ, 0x12d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN0_RSP, 0x42d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN0_SNP, 0x22d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN0_WB, 0x82d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN1_REQ, 0x102d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN1_RSP, 0x402d
UNC_M3UPI_TxC_AD_FLQ_INSERTS.VN1_SNP, 0x202d
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN0_REQ, 0x11c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN0_RSP, 0x41c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN0_SNP, 0x21c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN0_WB, 0x81c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN1_REQ, 0x101c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN1_RSP, 0x401c
UNC_M3UPI_TxC_AD_FLQ_OCCUPANCY.VN1_SNP, 0x201c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN0_CHA, 0x43c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN0_NON_IDLE, 0x403c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN0_PEER_UPI0, 0x13c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN0_PEER_UPI1, 0x23c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN1_CHA, 0x203c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN1_NON_IDLE, 0x803c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN1_PEER_UPI0, 0x83c
UNC_M3UPI_TxC_AD_SNPF_GRP1_VN1.VN1_PEER_UPI1, 0x103c
UNC_M3UPI_TxC_AD_SNPF_GRP2_VN1.VN0_SNPFP_NONSNP, 0x13d
UNC_M3UPI_TxC_AD_SNPF_GRP2_VN1.VN0_SNPFP_VN2SNP, 0x43d
UNC_M3UPI_TxC_AD_SNPF_GRP2_VN1.VN1_SNPFP_NONSNP, 0x23d
UNC_M3UPI_TxC_AD_SNPF_GRP2_VN1.VN1_SNPFP_VN0SNP, 0x83d
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN0_REQ, 0x134
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN0_SNP, 0x234
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN0_WB, 0x834
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN1_REQ, 0x1034
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN1_SNP, 0x2034
UNC_M3UPI_TxC_AD_SPEC_ARB_CRD_AVAIL.VN1_WB, 0x8034
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN0_REQ, 0x133
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN0_SNP, 0x233
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN0_WB, 0x833
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN1_REQ, 0x1033
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN1_SNP, 0x2033
UNC_M3UPI_TxC_AD_SPEC_ARB_NEW_MSG.VN1_WB, 0x8033
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN0_REQ, 0x132
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN0_RSP, 0x432
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN0_SNP, 0x232
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN0_WB, 0x832
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN1_REQ, 0x1032
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN1_RSP, 0x4032
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN1_SNP, 0x2032
UNC_M3UPI_TxC_AD_SPEC_ARB_NO_OTHER_PEND.VN1_WB, 0x8032
UNC_M3UPI_TxC_AK_FLQ_INSERTS, 0x2f
UNC_M3UPI_TxC_AK_FLQ_OCCUPANCY, 0x1e
UNC_M3UPI_TxC_BL_ARB_FAIL.VN0_NCB, 0x435
UNC_M3UPI_TxC_BL_ARB_FAIL.VN0_NCS, 0x835
UNC_M3UPI_TxC_BL_ARB_FAIL.VN0_RSP, 0x135
UNC_M3UPI_TxC_BL_ARB_FAIL.VN0_WB, 0x235
UNC_M3UPI_TxC_BL_ARB_FAIL.VN1_NCB, 0x4035
UNC_M3UPI_TxC_BL_ARB_FAIL.VN1_NCS, 0x8035
UNC_M3UPI_TxC_BL_ARB_FAIL.VN1_RSP, 0x1035
UNC_M3UPI_TxC_BL_ARB_FAIL.VN1_WB, 0x2035
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN0_REQ, 0x128
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN0_RSP, 0x428
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN0_SNP, 0x228
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN0_WB, 0x828
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN1_REQ, 0x1028
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN1_RSP, 0x4028
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN1_SNP, 0x2028
UNC_M3UPI_TxC_BL_FLQ_CYCLES_NE.VN1_WB, 0x8028
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN0_NCB, 0x12e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN0_NCS, 0x22e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN0_RSP, 0x82e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN0_WB, 0x42e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN1_NCB, 0x102e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN1_NCS, 0x202e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN1_RSP, 0x802e
UNC_M3UPI_TxC_BL_FLQ_INSERTS.VN1_WB, 0x402e
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN0_NCB, 0x41d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN0_NCS, 0x81d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN0_RSP, 0x11d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN0_WB, 0x21d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN1_NCB, 0x401d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN1_NCS, 0x801d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN1_RSP, 0x101d
UNC_M3UPI_TxC_BL_FLQ_OCCUPANCY.VN1_WB, 0x201d
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN0_NCB, 0x238
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN0_NCS, 0x838
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN0_WB, 0x138
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN1_NCB, 0x2038
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN1_NCS, 0x8038
UNC_M3UPI_TxC_BL_SPEC_ARB_NEW_MSG.VN1_WB, 0x1038
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN0_NCB, 0x437
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN0_NCS, 0x837
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN0_RSP, 0x137
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN0_WB, 0x237
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN1_NCB, 0x4037
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN1_NCS, 0x8037
UNC_M3UPI_TxC_BL_SPEC_ARB_NO_OTHER_PEND.VN1_RSP, 0x1037
